2018 Headline,2018 hierarchy_level,2017 Headline,2017 hierarchy_level,Semantic Similarity,Levenshtein Distance,Jaccard Similarity
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§1346. Repealed. Pub. L. 94–455, title XIX, §1901(a)(148), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.80,15,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§1347. Repealed. Pub. L. 94–455, title XIX, §1951(b)(12)(A), Oct. 4, 1976, 90 Stat. 1840]",6.Section,0.80,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§1465. Repealed. Pub. L. 94–455, title XIX, §1901(a)(156), Oct. 4, 1976, 90 Stat. 1789]",6.Section,0.77,16,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§2052. Repealed. Pub. L. 94–455, title XX, §2001(a)(4), Oct. 4, 1976, 90 Stat. 1848]",6.Section,0.75,18,0.56
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§2202. Repealed. Pub. L. 94–455, title XIX, §1902(a)(8), Oct. 4, 1976, 90 Stat. 1805]",6.Section,0.78,13,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,0.75,17,0.56
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§3113. Repealed. Pub. L. 94–455, title XIX, §1903(a)(2), Oct. 4, 1976, 90 Stat. 1806]",6.Section,0.80,15,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§4226. Repealed. Pub. L. 94–455, title XIX, §1904(a)(4), Oct. 4, 1976, 90 Stat. 1811]",6.Section,0.82,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§4292. Repealed. Pub. L. 94–455, title XIX, §1904(a)(9), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.78,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§§4294, 4295. Repealed. Pub. L. 94–455, title XIX, §1904(a)(10), (11), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.80,18,0.58
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§§4591 to 4597. Repealed. Pub. L. 94–455, title XIX, §1904(a)(15), Oct. 4, 1976, 90 Stat. 1814]",6.Section,0.81,21,0.58
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§5315. Repealed. Pub. L. 94–455, title XIX, §1905(a)(19), Oct. 4, 1976, 90 Stat. 1820]",6.Section,0.77,15,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§5676. Repealed. Pub. L. 94–455, title XIX, §1905(b)(1)(A), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.78,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§5689. Repealed. Pub. L. 94–455, title XIX, §1905(b)(2)(E)(i), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.78,9,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§6106. Repealed. Pub. L. 94–455, title XII, §1202(h)(1), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.72,18,0.56
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§6162. Repealed. Pub. L. 94–455, title XIX, §1906(a)(12), Oct. 4, 1976, 90 Stat. 1825]",6.Section,0.76,14,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§6417. Repealed. Pub. L. 94–455, title XIX, §1906(a)(25), Oct. 4, 1976, 90 Stat. 1827]",6.Section,0.75,15,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§6680. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(A)(vi)(I), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.84,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§6681. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(D)(i), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.84,8,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7233. Repealed. Pub. L. 94–455, title XIX, §1952(n)(2)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.87,11,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,1.00,0,1.00
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.93,3,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.91,4,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7263. Repealed. Pub. L. 94–455, title XIX, §1952(n)(3)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.84,12,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7264. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(C)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.95,4,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7265. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(C)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,0.91,3,0.75
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7267. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.87,5,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7274. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.93,4,0.65
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7515. Repealed. Pub. L. 94–455, title XII, §1202(h)(4), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.80,17,0.56
"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,"[§7641. Repealed. Pub. L. 94–455, title XIX, §1906(a)(54), Oct. 4, 1976, 90 Stat. 1832]",6.Section,0.82,14,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§4. Repealed. Pub. L. 94–455, title V, §501(b)(1), Oct. 4, 1976, 90 Stat. 1558]",6.Section,0.83,20,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§76. Repealed. Pub. L. 94–455, title XIX, §1901(a)(14), Oct. 4, 1976, 90 Stat. 1765]",6.Section,0.85,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§187. Repealed. Pub. L. 94–455, title XIX, §1901(a)(31), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.81,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§214. Repealed. Pub. L. 94–455, title V, §504(b)(1), Oct. 4, 1976, 90 Stat. 1565]",6.Section,0.81,18,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§242. Repealed. Pub. L. 94–455, title XIX, §1901(a)(33), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.83,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§342. Repealed. Pub. L. 94–455, title XIX, §1901(a)(47), Oct. 4, 1976, 90 Stat. 1772]",6.Section,0.79,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§363. Repealed. Pub. L. 94–455, title XIX, §1901(a)(49), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.85,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§373. Repealed. Pub. L. 94–455, title XIX, §1901(a)(52), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.85,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§§391 to 395. Repealed. Pub. L. 94–455, title XIX, §1901(a)(55), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.80,21,0.58
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§583. Repealed. Pub. L. 94–455, title XIX, §1901(a)(82), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.78,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§592. Repealed. Pub. L. 94–455, title XIX, §1901(a)(83), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.84,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§601. Repealed. Pub. L. 94–455, title XIX, §1901(a)(85), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.80,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§615. Repealed. Pub. L. 94–455, title XIX, §1901(a)(88), Oct. 4, 1976, 90 Stat. 1779]",6.Section,0.84,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§632. Repealed. Pub. L. 94–455, title XIX, §1901(a)(90), Oct. 4, 1976, 90 Stat. 1779]",6.Section,0.83,14,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§669. Repealed. Pub. L. 94–455, title VII, §701(d)(1), Oct. 4, 1976, 90 Stat. 1578]",6.Section,0.76,20,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§972. Repealed. Pub. L. 94–455, title XIX, §1901(a)(120), Oct. 4, 1976, 90 Stat. 1784]",6.Section,0.84,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§981. Repealed. Pub. L. 94–455, title X, §1012(b)(2), Oct. 4, 1976, 90 Stat. 1614]",6.Section,0.74,18,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1002. Repealed. Pub. L. 94–455, title XIX, §1901(b)(28)(B)(i), Oct. 4, 1976, 90 Stat. 1799]",6.Section,0.84,10,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1020. Repealed. Pub. L. 94–455, title XIX, §1901(a)(125), Oct. 4, 1976, 90 Stat. 1784]",6.Section,0.81,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1111. Repealed. Pub. L. 94–455, title XIX, §1901(a)(134), Oct. 4, 1976, 90 Stat. 1786]",6.Section,0.83,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1240. Repealed. Pub. L. 94–455, title XIX, §1901(a)(139), Oct. 4, 1976, 90 Stat. 1787]",6.Section,0.82,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1315. Repealed. Pub. L. 94–455, title XIX, §1901(a)(143), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.80,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1321. Repealed. Pub. L. 94–455, title XIX, §1901(a)(144), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.81,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§§1331 to 1337. Repealed. Pub. L. 94–455, title XIX, §1901(a)(145)(A), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.78,22,0.58
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1342. Repealed. Pub. L. 94–455, title XIX, §1901(a)(147), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.78,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1346. Repealed. Pub. L. 94–455, title XIX, §1901(a)(148), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.80,16,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1347. Repealed. Pub. L. 94–455, title XIX, §1951(b)(12)(A), Oct. 4, 1976, 90 Stat. 1840]",6.Section,0.83,13,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§1465. Repealed. Pub. L. 94–455, title XIX, §1901(a)(156), Oct. 4, 1976, 90 Stat. 1789]",6.Section,0.83,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§2052. Repealed. Pub. L. 94–455, title XX, §2001(a)(4), Oct. 4, 1976, 90 Stat. 1848]",6.Section,0.75,17,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§2202. Repealed. Pub. L. 94–455, title XIX, §1902(a)(8), Oct. 4, 1976, 90 Stat. 1805]",6.Section,0.81,14,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,0.79,17,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§3113. Repealed. Pub. L. 94–455, title XIX, §1903(a)(2), Oct. 4, 1976, 90 Stat. 1806]",6.Section,0.78,14,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§4226. Repealed. Pub. L. 94–455, title XIX, §1904(a)(4), Oct. 4, 1976, 90 Stat. 1811]",6.Section,0.82,12,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§4292. Repealed. Pub. L. 94–455, title XIX, §1904(a)(9), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.83,11,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§§4294, 4295. Repealed. Pub. L. 94–455, title XIX, §1904(a)(10), (11), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.83,18,0.58
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§§4591 to 4597. Repealed. Pub. L. 94–455, title XIX, §1904(a)(15), Oct. 4, 1976, 90 Stat. 1814]",6.Section,0.83,21,0.58
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§5315. Repealed. Pub. L. 94–455, title XIX, §1905(a)(19), Oct. 4, 1976, 90 Stat. 1820]",6.Section,0.84,14,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§5676. Repealed. Pub. L. 94–455, title XIX, §1905(b)(1)(A), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.80,12,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§5689. Repealed. Pub. L. 94–455, title XIX, §1905(b)(2)(E)(i), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.81,9,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§6106. Repealed. Pub. L. 94–455, title XII, §1202(h)(1), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.72,18,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§6162. Repealed. Pub. L. 94–455, title XIX, §1906(a)(12), Oct. 4, 1976, 90 Stat. 1825]",6.Section,0.80,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§6417. Repealed. Pub. L. 94–455, title XIX, §1906(a)(25), Oct. 4, 1976, 90 Stat. 1827]",6.Section,0.80,15,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§6680. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(A)(vi)(I), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.84,12,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§6681. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(D)(i), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.84,8,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7233. Repealed. Pub. L. 94–455, title XIX, §1952(n)(2)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.88,10,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,0.93,3,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,1.00,0,1.00
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.93,3,0.75
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7263. Repealed. Pub. L. 94–455, title XIX, §1952(n)(3)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.86,11,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7264. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(C)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.93,3,0.75
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7265. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(C)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,0.95,4,0.65
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7267. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.88,4,0.75
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7274. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.87,4,0.75
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7515. Repealed. Pub. L. 94–455, title XII, §1202(h)(4), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.84,16,0.56
"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§7641. Repealed. Pub. L. 94–455, title XIX, §1906(a)(54), Oct. 4, 1976, 90 Stat. 1832]",6.Section,0.83,14,0.65
"[§7236. Repealed. Pub. L. 93–490, §3(b)(1), Oct. 26, 1974, 88 Stat. 1466]",6.Section,"[§7236. Repealed. Pub. L. 93–490, §3(b)(1), Oct. 26, 1974, 88 Stat. 1466]",6.Section,1.00,0,1.00
"[§7236. Repealed. Pub. L. 93–490, §3(b)(1), Oct. 26, 1974, 88 Stat. 1466]",6.Section,"[§7266. Repealed. Pub. L. 93–490, §3(b)(3), Oct. 26, 1974, 88 Stat. 1467]",6.Section,0.96,3,0.60
"[§§7237, 7238. Repealed. Pub. L. 91–513, title III, §1101(b)(4)(A), Oct. 27, 1970, 84 Stat. 1292]",6.Section,"[§§7237, 7238. Repealed. Pub. L. 91–513, title III, §1101(b)(4)(A), Oct. 27, 1970, 84 Stat. 1292]",6.Section,1.00,0,1.00
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§4. Repealed. Pub. L. 94–455, title V, §501(b)(1), Oct. 4, 1976, 90 Stat. 1558]",6.Section,0.80,20,0.56
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§76. Repealed. Pub. L. 94–455, title XIX, §1901(a)(14), Oct. 4, 1976, 90 Stat. 1765]",6.Section,0.84,15,0.65
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§187. Repealed. Pub. L. 94–455, title XIX, §1901(a)(31), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.79,16,0.65
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§214. Repealed. Pub. L. 94–455, title V, §504(b)(1), Oct. 4, 1976, 90 Stat. 1565]",6.Section,0.78,18,0.56
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§242. Repealed. Pub. L. 94–455, title XIX, §1901(a)(33), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.81,15,0.65
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§342. Repealed. Pub. L. 94–455, title XIX, §1901(a)(47), Oct. 4, 1976, 90 Stat. 1772]",6.Section,0.78,16,0.65
"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,"[§363. Repealed. Pub. L. 94–455, title XIX, §1901(a)(49), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.84,15,0.65
