Parent Title 2017,Hierarchy Level 2017,Total Children 2017,Parent Title 2018,Hierarchy Level 2018,Total Children 2018,Semantic Matches,Semantic Similarity Avg,Levenshtein_Matches,Levenshtein Distance Avg,Jaccard_Matches,Jaccard Similarity Avg,Matching Children,Matching Children Same Level
Reports and decisions,6.Section,0,Reports and decisions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Provisions of special application to divi sions,6.Section,0,Provisions of special application to divi sions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Publicity of proceedings,6.Section,0,Publicity of proceedings,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Publication of reports The Tax Court shall provide for the publica,6.Section,0,Publication of reports The Tax Co urt sh all pro vide for th e pu blication,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Disputes involving or less,6.Section,0,Disputes involving or less,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Intervention by trustee of debtors estate The trustee of the debtors estate in any case,6.Section,0,Intervention by trustee of debtor s estate The tr ustee o f the debtors est ate i n any ca se,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Provisions of special application to trans ferees,6.Section,0,Provisions of special application to trans ferees,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Administration Notwithstanding any other provision of law,6.Section,0,Administration Notwithstanding any o ther pro vision of law the,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Judicial conference,6.Section,0,A Judicial conference,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Employees,6.Section,0,Employees,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Expenditures The Tax Court is authorized to make such ex,6.Section,0,Expenditures The Tax Co urt is a uthorized to m ake su ch ex,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Disposition of fees Except as provided in sections A and,6.Section,0,Disposition of fees Except a s pro vided i n sec tions A a nd,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Fee for transcript of record The Tax Court is authorized to fix a fee not in,6.Section,0,Fee for transcript of record The Tax Co urt is a uthorized to fi x a f ee not in,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Practice fee,6.Section,0,Practice fee,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Declaratory judgments relating to quali fication of certain retirement plans,6.Section,0,Declaratory judgments relating to quali fication of certain retirement plans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Declaratory judgments relating to value of certain gifts,6.Section,0,Declaratory judgments relating to value of certain gifts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Declaratory judgments relating to status of certain governmental obligations,6.Section,0,Declaratory judgments relating to status of certain governmental obligations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Declaratory judgments relating to eligi bility of estate with respect to installment,6.Section,0,Declaratory judgments relating to eligibil ity of estate with respect to installment pay,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Date when Tax Court decision becomes final,6.Section,0,Date when Tax Court decision becomes final,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Courts of review,6.Section,0,Courts of review,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Notice of appeal Review of a decision of the Tax Court shall be,6.Section,0,Notice of appeal Review of a decision of the Tax Co urt sh all be,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Change of incumbent in office When the incumbent of the office of Secretary,6.Section,0,Change of incumbent in office When th e incumbent of the office o f Secre tary,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Bond to stay assessment and collection,6.Section,0,Bond to stay assessment and collection,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Refund credit or abatement of amounts disallowed,6.Section,0,Refund credit or abatement of amounts disallowed,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Cross references NonreviewabilityFor nonreviewability of,6.Section,0,Cross references Nonreviewability For nonreviewability of Tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Burden of proof,6.Section,0,Burden of proof,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Dealers in taxexempt securities,6.Section,0,Dealers in taxexempt securities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Liability for taxes withheld or collected,6.Section,0,Liability for taxes withheld or collected,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Time for performance of acts where last day falls on Saturday Sunday or legal holi,6.Section,0,Time for performance of acts where last day falls on Saturday Sunday or legal holiday,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Fractional parts of a dollar The Secretary may by regulations provide,6.Section,0,Fractional parts of a dollar The Secre tary m ay by reg ulations pro vide th at,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Sale of personal property acquired by the United States,6.Section,0,Sale of personal property acquired by the United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Administration of real estate acquired by the United States,6.Section,0,Administration of real estate acquired by the United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exemption of insolvent banks from tax,6.Section,0,Exemption of insolvent banks from tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Time for performing certain acts post poned by reason of service in combat zone or,6.Section,0,Time for performing certain acts post poned by reason of service in combat zone or,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Authority to postpone certain deadlines by reason of Presidentially declared disaster,6.Section,0,A Authority to postpone certain deadlines by reason of Presidentially declared disaster,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Unrealized receivables and inventory items,6.Section,0,Unrealized receivables and inventory items,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exemption from tax of domestic goods purchased for the United States,6.Section,0,Exemption from tax of domestic goods pur chased for the United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title III,6.Section,0,Repealed Pub L title III,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Separate accounting for certain collected taxes etc,6.Section,0,Separate accounting for certain collected taxes etc,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Reproduction of returns and other docu ments,6.Section,0,Reproduction of returns and other docu ments,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Authority to prescribe or modify seals The Secretary is authorized to prescribe or,6.Section,0,Authority to prescribe or modify seals The Secre tary is a uthorized to pres cribe o r mod,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XII,6.Section,0,Repealed Pub L title XII,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Supplying training and training aids on request,6.Section,0,Supplying training and training aids on request,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Furnishing on request of statement ex plaining estate or gift valuation,6.Section,0,Furnishing on request of statement ex plaining estate or gift valuation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Tax incentives relating to merchant ma,6.Section,0,Tax incentives relating to merchant ma rine capital construction funds,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Required payments for entities electing not to have required taxable year,6.Section,0,Required payments for entities electing not to have required taxable year,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of certain liabilities,6.Section,0,Treatment of certain liabilities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Valuation tables,6.Section,0,Valuation tables,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Procedures involving taxpayer interviews,6.Section,0,Procedures involving taxpayer interviews,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Content of tax due deficiency and other notices,6.Section,0,Content of tax due deficiency and other notices,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Graphic presentation of major categories of Federal outlays and income,6.Section,0,Graphic presentation of major categories of Federal outlays and income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Annual notice of tax delinquency Not less often than annually the Secretary,6.Section,0,Annual notice of tax delinquency Not less often th an annually the Secre tary sh all,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Confidentiality privileges relating to tax payer communications,6.Section,0,Confidentiality privileges relating to tax payer communications,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Lowincome taxpayer clinics,6.Section,0,Lowincome taxpayer clinics,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Advance payment of credit for health in surance costs of eligible individuals,6.Section,0,Advance payment of credit for health in surance costs of eligible individuals,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Internal Revenue Service user fees,6.Section,0,Internal Revenue Service user fees,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Partner receiving income in respect of de cedent,6.Section,0,Partner receiving income in respect of de cedent,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Manner of electing optional adjustment to basis of partnership property,6.Section,0,Manner of electing optional adjustment to basis of partnership property,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rules for allocation of basis,6.Section,0,Rules for allocation of basis,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Canvass of districts for taxable persons and objects,6.Section,0,Canvass of districts for taxable persons,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Examination of books and witnesses,6.Section,0,Examination of books and witnesses,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Service of summons,6.Section,0,Service of summons,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Enforcement of summons,6.Section,0,Enforcement of summons,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Time and place of examination,6.Section,0,Time and place of examination,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Entry of premises for examination of tax able objects,6.Section,0,Entry of premises for examination of tax able objects,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title II b,6.Section,0,Repealed Pub L title II b,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Authority of internal revenue enforce ment officers,6.Section,0,Authority of internal revenue enforcement officers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special procedures for thirdparty sum monses,6.Section,0,Special procedures for thirdparty sum monses,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Terms defined,6.Section,0,Terms defined,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Fees and costs for witnesses,6.Section,0,Fees and costs for witnesses,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Restrictions on church tax inquiries and examinations,6.Section,0,Restrictions on church tax inquiries and,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special procedures for summonses for computer software,6.Section,0,Special procedures for summonses for com puter software,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Cross references,6.Section,0,Cross references,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Internal revenue districts,6.Section,0,Internal revenue districts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Authority to administer oaths and certify,6.Section,0,Authority to administer oaths and certify,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Expenses of detection of underpayments and fraud etc,6.Section,0,Expenses of detection of underpayments and fraud etc,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Reimbursement to State and local law en forcement agencies,6.Section,0,Reimbursement to State and local law en forcement agencies,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Administration and collection of taxes in possessions,6.Section,0,Administration and collection of taxes in possessions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Shipments to the United States,6.Section,0,Shipments to the United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Shipments from the United States,6.Section,0,Shipments from the United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Coordination of United States and certain possession individual income taxes,6.Section,0,Coordination of United States and certain possession individual income taxes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Cross references,6.Section,0,Cross references,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Commodity credit loans,6.Section,0,Commodity credit loans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions,6.Section,0,Definitions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Life insurance contract defined,6.Section,0,Life insurance contract defined,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Modified endowment contract defined,6.Section,0,A Modified endowment contract defined,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Treatment of qualified longterm care insurance,6.Section,0,B Treatment of qualified longterm care in surance,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Determination of marital status,6.Section,0,Determination of marital status,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Certain publicly traded partnerships treated as corporations,6.Section,0,Certain publicly traded partnerships treated as corporations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Certified professional employer organiza tions,6.Section,0,Certified professional employer organiza tions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Authority of Department of the Treasury,6.Section,0,Authority of Department of the Treasury,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Commissioner of Internal Revenue other officials,6.Section,0,Commissioner of Internal Revenue other officials,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Other personnel,6.Section,0,Other personnel,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rules and regulations,6.Section,0,Rules and regulations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Construction of title,6.Section,0,Construction of title,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rules in effect upon enactment of this title,6.Section,0,Rules in effect upon enactment of this title,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deposit of collections,6.Section,0,Deposit of collections,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Revolving fund for redemption of real property,6.Section,0,Revolving fund for redemption of real property,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Taxpayer Assistance Orders,6.Section,0,Taxpayer Assistance Orders,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Applicability of revenue laws,6.Section,0,Applicability of revenue laws,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Other applicable rules,6.Section,0,Other applicable rules,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Indian tribal governments treated as States for certain purposes,6.Section,0,Indian tribal governments treated as States for certain purposes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of loans with belowmarket in terest rates,6.Section,0,Treatment of loans with belowmarket in terest rates,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Income derived by Indians from exercise of fishing rights,6.Section,0,Income derived by Indians from exercise of fishing rights,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Rules relating to expatriated entities and their foreign parents,6.Section,0,Rules relating to expatriated entities and,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Groupterm life insurance purchased for employees,6.Section,0,Groupterm life insurance purchased for employees,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Restoration of value of certain securities,6.Section,0,Restoration of value of certain securities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Authorization There shall be a joint congressional commit,6.Section,0,Authorization There sh all be a j oint co ngressional co mmittee,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Membership,6.Section,0,Membership,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Election of chairman and vice chairman The Joint Committee shall elect a chairman,6.Section,0,Election of chairman and vice chairman The Joint Co mmittee sh all e lect a c hairman,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Appointment and compensation of staff Except as otherwise provided by law the Joint,6.Section,0,Appointment and compensation of staff Except a s otherwise pro vided b y la w th e Joint,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
