Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.74006957,42.262657165527344
Subchapter V—Title 11 Cases,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART V—REGULATIONS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.702054,45.40796661376953
Subchapter V—Title 11 Cases,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART V—REGULATIONS,PART II—LI ENS,4.Part,4.Part,0.74241817,42.06217956542969
Subchapter A—Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—SPECIAL (OCCUPATIONAL) TAXES,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.80577385,36.31494140625
Subchapter A—Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—SPECIAL (OCCUPATIONAL) TAXES,PART II—LI ENS,4.Part,4.Part,0.7653487,40.06197738647461
Subchapter A—Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—TAX ON TRANSFERRING   FIREARMS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.7851298,38.26731491088867
Subchapter A—Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—TAX ON TRANSFERRING   FIREARMS,PART II—LI ENS,4.Part,4.Part,0.8211609,34.79882049560547
Subchapter C—Lien for Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—DUE PROCESS FOR LIENS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.8680526,29.766878128051758
Subchapter C—Lien for Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—DUE PROCESS FOR LIENS,PART II—LI ENS,4.Part,4.Part,0.83336914,33.55359649658203
Subchapter C—Lien for Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—LIENS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.74840164,41.54788589477539
Subchapter C—Lien for Taxes,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—LIENS,PART II—LI ENS,4.Part,4.Part,0.9521428,17.7974910736084
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—ORGANIZATION AND   JURISDICTION,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.7313191,43.00290298461914
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART I—ORGANIZATION AND   JURISDICTION,PART II—LI ENS,4.Part,4.Part,0.69751686,45.77187728881836
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—PROCEDURE,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.7194538,43.99059295654297
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART II—PROCEDURE,PART II—LI ENS,4.Part,4.Part,0.869529,29.596044540405273
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART III—MISCELLANEOUS PROVISIONS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.7190181,44.026527404785156
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART III—MISCELLANEOUS PROVISIONS,PART II—LI ENS,4.Part,4.Part,0.7314048,42.99570846557617
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART IV—DECLARATORY JUDGMENTS,PART I—D UE P ROCE SS F OR LI ENS,4.Part,4.Part,0.75606006,40.88191223144531
Subchapter C—The Tax Court,3.Subchapter,Subchapter C—Lien for Taxes,3.Subchapter,PART IV—DECLARATORY JUDGMENTS,PART II—LI ENS,4.Part,4.Part,0.72767127,43.308475494384766
Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,PART I—DUE PROCESS FOR COLLECTIONS,PART I—D UE P ROCE SS F OR CO LLECTI ONS,4.Part,4.Part,0.8578525,30.923686981201172
Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,PART I—DUE PROCESS FOR COLLECTIONS,PART II—L EVY,4.Part,4.Part,0.7780416,38.91838455200195
Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,PART II—LEVY,PART I—D UE P ROCE SS F OR CO LLECTI ONS,4.Part,4.Part,0.7007162,45.5155029296875
Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,PART II—LEVY,PART II—L EVY,4.Part,4.Part,0.9489447,18.387529373168945
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8006707,36.80580139160156
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.7862701,38.16169738769531
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.74006957,42.262657165527344
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.80109257,36.765438079833984
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.7968933,37.16554641723633
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.7887694,37.92933654785156
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7353393,42.66410446166992
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.81245804,35.6632080078125
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Estates of Citizens or Residents,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8213577,34.779056549072266
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Estates of Citizens or Residents,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.77940583,38.793792724609375
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Estates of Citizens or Residents,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7408459,42.19647216796875
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Estates of Citizens or Residents,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.75180995,41.25259017944336
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Estates of Nonresidents Not   Citizens,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8357537,33.305599212646484
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Estates of Nonresidents Not   Citizens,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8568558,31.03463363647461
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Estates of Nonresidents Not   Citizens,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.78962326,37.84967803955078
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Estates of Nonresidents Not   Citizens,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.786404,38.14927673339844
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Miscellaneous,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.84438527,32.39386749267578
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Miscellaneous,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.84466696,32.36372756958008
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Miscellaneous,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.83358634,33.53107452392578
CHAPTER 11—ESTATE TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Miscellaneous,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8453661,32.288814544677734
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Determination of Tax Liability,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8922753,26.839435577392578
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Determination of Tax Liability,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.862993,30.34568214416504
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Determination of Tax Liability,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.8651223,30.103322982788086
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Determination of Tax Liability,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8091715,35.98493576049805
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Transfers,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8349418,33.39021682739258
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Transfers,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8897549,27.157535552978516
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Transfers,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7406043,42.21708297729492
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Transfers,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8119981,35.70838165283203
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Deductions,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8680523,29.76691246032715
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Deductions,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8639426,30.237812042236328
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Deductions,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.84449124,32.382530212402344
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Deductions,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8458167,32.24045944213867
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8006707,36.80580139160156
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.7862701,38.16169738769531
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.74006957,42.262657165527344
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter E—Repealed],Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.80109257,36.765438079833984
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.7968933,37.16554641723633
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.7887694,37.92933654785156
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7353393,42.66410446166992
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter F—Repealed],Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.81245804,35.6632080078125
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—In General,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8579228,30.915849685668945
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—In General,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.80729085,36.16791915893555
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—In General,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.73337126,42.83022689819336
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—In General,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8132829,35.58206558227539
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8318693,33.70875930786133
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8491523,31.880407333374023
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7808678,38.65989685058594
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.779009,38.83007049560547
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8271955,34.18827819824219
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8378011,33.09135437011719
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.828046,34.10145950317383
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.7992979,36.936885833740234
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—General Provisions,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8542661,31.321247100830078
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—General Provisions,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8150979,35.402950286865234
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—General Provisions,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.75593114,40.8931999206543
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—General Provisions,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.82689756,34.21864700317383
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Receipt of Payment,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8592782,30.764362335205078
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Receipt of Payment,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.919595,23.133052825927734
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Receipt of Payment,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7819984,38.55608367919922
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Receipt of Payment,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8241949,34.493045806884766
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Lien for Taxes,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8903135,27.087329864501953
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Lien for Taxes,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8921331,26.857467651367188
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Lien for Taxes,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.8737254,29.105510711669922
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter C—Lien for Taxes,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.8366765,33.20918655395508
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8335531,33.534523010253906
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.83124983,33.77265548706055
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.82030696,34.884464263916016
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.80252975,36.62763977050781
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.8437657,32.46006774902344
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.8181163,35.103328704833984
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.79176795,37.64896011352539
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter D—Notice Requirements,3.Subchapter,3.Subchapter,0.7540803,41.054927825927734
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter A—Interest on Underpayments,3.Subchapter,3.Subchapter,0.7932022,37.514217376708984
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter B—Interest on Overpayments,3.Subchapter,3.Subchapter,0.85145736,31.62946319580078
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 67—INTEREST,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter C—Determination of Interest Rate; Compounding of Interest,3.Subchapter,3.Subchapter,0.7712996,39.52926254272461
